7.004230751391387066e-01,6.050025439589019616e-01,6.985777846632187371e-01,1.365040026290536002e-01,7.584251540413234904e-01,7.815475820259700779e-01,1.057814420844989778e+00,7.897523534192079087e-01,7.389418797190283605e-01,1.087254572756284787e+00,1.167818478822303802e-01,6.883916200005230079e-01,6.449844397226391912e-01,9.213127106569576341e-01,1.709934657082277931e-01,5.457352671560958823e-01,3.060776101255083259e-01,9.117616098954983705e-02,3.286140087779512720e-02,2.896924642390640847e-01,4.561854965099760295e-01,2.363771094391519112e-01,8.220146358062939695e-01,7.614561237669870142e-01,5.968587255343272835e-01,8.638980177243159586e-01,3.746610204573598280e-01,4.509435958097537389e-01,1.044875047214856023e+00,5.733181561872220389e-01
5.906211071321828543e-01,7.323461857583325463e-01,5.840097188622848101e-01,1.363518522410047396e-01,1.054177704664611470e+00,7.796202671633780668e-01,1.178020721829679651e+00,4.647361276602429703e-01,5.520112271271224724e-01,8.836179166436597399e-01,3.421601497176850470e-01,6.314206657195687855e-01,6.981730657092434233e-01,9.099109545295325230e-01,6.983772789771097722e-02,3.529040097954519450e-01,3.201047513718500159e-01,1.432515408861193829e-01,-7.521614848189915603e-02,4.095182952500754370e-01,3.483036863755828438e-01,2.399139019367366732e-01,6.806527775538961933e-01,7.934296617352932790e-01,6.069031280159805641e-01,1.051498038181538197e+00,6.632665920819100780e-01,4.830016363097945908e-01,9.661759588965945778e-01,4.341900704752374995e-01
6.313136847437780252e-01,5.485897032395341544e-01,6.499505075810811938e-01,5.281178540092660439e-02,9.533610082056975799e-01,9.463268754042670761e-01,1.009800508710149591e+00,5.111379899495729351e-01,6.644910058586402934e-01,7.439074674843538793e-01,2.311837758770859952e-01,4.934430666671016930e-01,7.146268048301612774e-01,7.407518686297506205e-01,4.774949664462160848e-02,5.510385308471534849e-01,2.710078695711298225e-01,1.149693707499271356e-01,-8.082745579204392294e-02,3.055365074740045150e-01,3.606971906063508593e-01,1.583070650047635475e-01,4.886143067807812712e-01,9.739776493576538519e-01,6.790303890757891647e-01,7.922366213998144335e-01,5.091331634610263279e-01,6.225136064219390919e-01,8.906056624782480169e-01,5.490885350323593261e-01
5.353433557976379209e-01,6.123970845368889027e-01,5.952482611405194302e-01,7.267807552997244958e-02,9.617402390585005900e-01,9.550831513022897123e-01,9.612339282223687498e-01,4.750163677381851191e-01,7.776062130633922820e-01,9.511601172978361163e-01,2.375637118636081679e-01,6.069032505083256090e-01,5.664255847621550988e-01,8.255593435459740448e-01,3.142405839964439451e-01,3.861817456110518409e-01,2.186114979177822548e-01,1.601820167932963002e-01,-3.954219528549635099e-02,2.436701546240448435e-01,4.151701074798209712e-01,1.325667648037576196e-02,6.838697759021221678e-01,9.905340782554119539e-01,7.819074009326621999e-01,1.091909351461624045e+00,4.505402847565445068e-01,5.347024247438977307e-01,1.000004580353839545e+00,5.064011789172310207e-01
7.112925265166325506e-01,5.392304279048918403e-01,3.703674072013573015e-01,-6.167563767323908097e-02,9.238445986818039080e-01,1.081154712269151830e+00,1.133377649771221796e+00,4.431068188032336042e-01,7.325849211015984519e-01,9.905706047280620208e-01,3.007633303003038328e-01,5.761145052742789874e-01,7.736069217085960181e-01,8.303968952209173082e-01,2.226954650260060675e-01,5.449422966358581366e-01,4.156915681372240767e-01,-3.709530450010573022e-02,5.651773356957353472e-02,3.231446417034022356e-01,2.065142544310404338e-01,4.694973668077138951e-02,6.972796237784167905e-01,8.071957067289513565e-01,5.019662341976445230e-01,7.583055774719562603e-01,6.814180529589719537e-01,4.574366375541635277e-01,1.079274039225993853e+00,7.466521029793864450e-01
6.763108111103467435e-01,5.545329878261942014e-01,3.760240588383381155e-01,9.564717199321189078e-02,8.749947960008085390e-01,1.002405739104428539e+00,1.005297347730910840e+00,2.806250519353807871e-01,7.961702047172749541e-01,9.437935267055249655e-01,9.243778988902837113e-02,6.574758741162091136e-01,6.690256497159426941e-01,8.947401415636716537e-01,1.678525701044412954e-01,5.774413438615759731e-01,3.157358901437163912e-01,1.527836662634803611e-01,5.968764717931743236e-02,3.884285578335297529e-01,1.487046446686549617e-01,1.981041860008077582e-01,5.307826655281513428e-01,8.265882752158969504e-01,7.458325603028369555e-01,1.034871778506040174e+00,6.689680154641060028e-01,7.095943118838640151e-01,9.189908498595816821e-01,4.514977096837996529e-01
6.313103152865726653e-01,4.821074229015538948e-01,5.910246276075741267e-01,2.386277779537857302e-01,7.731955465609591238e-01,1.012087080124930871e+00,9.603338054279617619e-01,4.742918639553178606e-01,6.437450303116106776e-01,9.722314513842296169e-01,1.900067878428168267e-01,6.119365054348446797e-01,8.334004697016895724e-01,6.948331477424419811e-01,2.458500327631737425e-01,4.528254353111164643e-01,5.003242094036994825e-01,5.663716041308673732e-02,1.056547428554238666e-01,4.394618352442949405e-01,4.106119698170611065e-01,1.691485418801791096e-01,5.507822050213141418e-01,7.269014973848156869e-01,6.835138896579439072e-01,9.044398735848352411e-01,5.965981488108288433e-01,5.330071352315672861e-01,1.135627699844555583e+00,4.375696800108720419e-01
5.433945447373624837e-01,6.754544699710658406e-01,4.624593051931393251e-01,7.386652766394311009e-02,7.410189633467607617e-01,8.820712442976750278e-01,9.775253459460244709e-01,5.419512483352254550e-01,7.016135253922647363e-01,8.900483896486377500e-01,3.295922270155627332e-01,6.336144749087151418e-01,6.170818892566392044e-01,9.459197194560274857e-01,2.644644371617422274e-01,4.501130834003360115e-01,2.890907179919594561e-01,5.118599172363354211e-02,2.350374711867589742e-02,4.924364933351768614e-01,3.742825109245385140e-01,1.069727675365904213e-01,5.818954415002020042e-01,9.828865872560539341e-01,5.720447276684310633e-01,1.021174523847374171e+00,6.088848972456881725e-01,6.984760668925754645e-01,8.054711808699632769e-01,5.494411229410642861e-01
5.267245483414895180e-01,6.773191410903565135e-01,5.224488837354636095e-01,-9.806005320523475399e-03,9.639145669346211864e-01,9.841447218656785845e-01,8.961563389482148922e-01,4.062613408998011488e-01,3.940648092141368908e-01,9.278987429391496455e-01,2.742781723690704831e-01,6.639707190149001237e-01,8.787535071013422572e-01,7.984060333945075527e-01,1.911036544376455149e-01,6.048652212315807075e-01,3.629287193591125282e-01,-1.231704132672720164e-03,-9.042073433483421852e-02,4.892100066291133476e-01,2.189439879163313785e-01,7.262298839129997796e-02,6.655329059143830772e-01,7.628356842911647728e-01,6.394702227700705954e-01,1.025639942327270404e+00,5.499270170406471703e-01,5.164260708128057820e-01,8.098488143131017392e-01,6.568132026972074433e-01
6.851507328903981842e-01,5.780806785206542564e-01,4.078784161690063859e-01,2.858478683517295948e-04,9.872397511445831775e-01,1.039585208476559108e+00,1.022031214540136679e+00,5.524573596534069209e-01,6.049200063798574334e-01,9.605842338071653996e-01,2.870782930441407310e-01,4.870128579946603198e-01,6.890546245290886107e-01,8.845355449287231053e-01,1.490124444877719834e-01,4.734671539777308702e-01,4.214409467424546918e-01,2.286563112069900372e-02,-5.533877952587543114e-02,2.826205319516651437e-01,4.580726895007334321e-01,1.524155221406414684e-01,5.878525857108962693e-01,8.946035061171189184e-01,7.168543817240641269e-01,9.405000286018539990e-01,5.598740391238199443e-01,5.876439855704931325e-01,9.983090139436716637e-01,5.902363148135510995e-01
