5.184191824705668417e-01,8.863715218163472631e-01,3.239815589430782850e-01,4.161661918422030482e-01,8.325302095566661231e-01
7.130631453978746315e-01,9.716662868907184336e-01,1.906567667806082500e-01,4.949690900161469176e-01,8.665114198621202135e-01
8.069139091050633317e-01,9.004701711668163799e-01,2.514253870875846619e-01,5.062184510531928527e-01,1.064942275785163428e+00
5.950822702648806972e-01,9.573151633489648260e-01,4.064591763010380054e-01,3.409363577001993661e-01,8.066313301281584636e-01
6.667636666046991012e-01,9.483227014440374081e-01,3.333015051550050623e-01,4.711794789095619107e-01,8.711671571978183426e-01
5.880193754364024805e-01,1.053167901223079017e+00,4.105582381045844720e-01,4.086823199766355663e-01,1.008753962832754425e+00
7.092760809396017052e-01,1.106611287679463818e+00,2.733684272788730052e-01,4.025819953439733201e-01,1.108134829317301451e+00
5.279667517614884398e-01,1.052516932511639913e+00,2.332419681485246032e-01,1.779676479808671719e-01,8.709020695162588144e-01
7.235091016813041120e-01,1.002813863120211479e+00,1.986567308830058110e-01,5.611610401069327958e-01,1.096054593396141419e+00
6.505444774593017732e-01,9.900025754878671869e-01,2.903847035439725555e-01,4.063927261974137339e-01,8.647320735983983209e-01
6.413587276321065511e-01,9.606798122628512626e-01,2.824891329696598841e-01,3.102920577983906414e-01,1.001821110860528385e+00
8.448273237197075902e-01,1.084172507967189558e+00,1.682877108255401155e-01,5.059239698442695721e-01,7.193754024820653292e-01
7.256235312786858405e-01,1.078373974492305765e+00,2.667656692341978664e-01,4.093954105154091749e-01,1.011601620358199449e+00
8.405358827186635295e-01,9.174648476762429228e-01,1.937125166449502056e-01,5.247777888593174733e-01,8.626645971365156651e-01
6.488264891837354220e-01,1.060099490509869513e+00,2.815364666653107362e-01,5.496720846351114131e-01,9.360212332003355895e-01
6.741801512278943198e-01,8.881978904645499995e-01,2.749009122564192165e-01,4.705908189627606153e-01,7.951586016258749279e-01
7.338426254525992620e-01,1.017746250647579842e+00,7.297815526474071834e-02,3.387274518950481594e-01,8.438419082479334810e-01
7.120149533632608163e-01,9.841831703730259395e-01,1.931959321021228249e-01,5.402357769637887719e-01,9.710985695670881768e-01
6.542100831887944778e-01,9.723191714809500397e-01,1.792837585058605909e-01,5.374481144794500675e-01,9.857260585857527957e-01
6.835436410968570575e-01,1.066847667025238700e+00,2.273471067134760493e-01,4.862393515993359006e-01,1.044730844722413732e+00
7.672078146940894960e-01,9.608701794172915811e-01,9.808177648356625200e-02,5.395120315382313514e-01,9.102664324474660784e-01
7.609300222672816805e-01,1.068756894831634607e+00,2.854478621196089305e-01,4.840902516288314583e-01,7.866773195708581801e-01
5.957027264711108883e-01,1.032604744727007473e+00,3.673008657510376529e-01,3.524613819466659859e-01,9.410366919340655834e-01
5.653046265751320298e-01,9.755986354793744209e-01,1.711752603888431756e-01,4.014208086760265304e-01,7.881671232802140992e-01
5.251115570692802548e-01,9.380155746068912226e-01,2.493328955878932607e-01,5.038602296813825543e-01,8.613392632520820991e-01
6.988447477995497481e-01,1.045604815350129835e+00,3.656627793041272723e-01,4.156944359435164049e-01,8.354939537017307405e-01
8.064996400547748134e-01,9.472023627768737519e-01,2.495041104533523013e-01,5.435642800458203583e-01,7.734168590997358983e-01
6.656433125349576763e-01,8.573650700382028367e-01,1.777080585128438805e-01,3.556905311484295229e-01,1.059776744122849834e+00
7.705358451348831572e-01,1.011240737326334571e+00,1.892385102958672460e-01,5.390207894139168454e-01,9.493984673695098353e-01
6.160904512191512916e-01,9.691257574181074697e-01,5.991664010649150329e-02,2.719083441558303171e-01,9.366694435127068674e-01
7.266386338258331579e-01,1.008447218508307319e+00,2.898240014479150362e-01,4.614214632600565635e-01,1.057402716758215400e+00
7.979300221676584037e-01,8.196032965438443396e-01,3.155507512110179436e-01,5.344249466599229059e-01,9.661390082183031192e-01
6.744427227549100179e-01,9.255851087089627116e-01,3.186972262499397912e-01,5.901150958145466863e-01,9.626997225836216865e-01
6.138296441093046285e-01,8.811158473815218217e-01,3.322543661282387206e-01,5.903772120860197870e-01,1.003384322902452608e+00
7.138174386909551528e-01,8.954996471768099653e-01,2.738211477423071472e-01,6.503232030773794525e-01,9.021613125198308936e-01
7.029850514104021286e-01,9.922600604590596785e-01,3.288457438601162242e-01,4.717660155713724879e-01,9.786826148489297106e-01
7.044721867781165159e-01,1.016735266153167005e+00,1.831092017236867209e-01,4.930257219421756987e-01,1.102580971121543074e+00
6.146693421278565106e-01,9.624713434169317461e-01,6.314852338593696102e-02,5.365853398324614831e-01,9.463504414661475517e-01
8.219468574679086315e-01,9.357977543733793091e-01,2.715422530266667356e-01,5.293044112030053094e-01,9.551019450733301275e-01
7.054235368102953485e-01,1.003174505100527414e+00,3.421482560853308375e-01,5.474697638925535292e-01,8.270955050744290826e-01
7.799622686186835629e-01,1.026699344678583037e+00,2.832713469473691070e-01,4.372584867925971563e-01,9.894026068707600929e-01
5.895570314571348947e-01,9.207864867595872971e-01,1.919377828672060859e-01,4.403569641093016407e-01,1.053590551304258716e+00
6.339726269398753278e-01,1.185059219480449677e+00,4.111274944673304343e-01,3.190113772437502826e-01,1.066040534523118755e+00
6.603383581739998842e-01,9.374289857415989413e-01,2.487190690377522606e-01,5.879650219755523377e-01,7.687072210174844544e-01
6.407106670768107914e-01,9.479929573673280263e-01,3.459167663321746078e-01,5.061564345627005412e-01,9.132565143973356836e-01
7.031750828691386568e-01,1.033335153139598450e+00,1.008890312739172679e-01,5.639955316323702617e-01,9.273233163053988815e-01
5.344880901050201860e-01,1.078201552436125255e+00,1.935299910581939065e-01,4.815447229239261384e-01,1.126189768084543186e+00
6.831023446435859903e-01,1.007796182455304779e+00,1.503798704069847503e-01,4.405654144754585499e-01,1.222247737173010940e+00
6.764550986472331884e-01,9.700090713092551775e-01,4.281078994064940191e-01,4.758441907806144067e-01,8.590116435780401627e-01
8.746770361427369522e-01,1.022252482966489850e+00,2.680182394754598851e-01,3.888229035452312465e-01,8.616688951745539171e-01
2.255041174610454280e-01,6.468857021317581113e-01,7.591706589517446258e-01,3.602735392862800312e-01,9.685693069351669626e-01
4.008970385167351935e-01,7.559669484234495807e-01,1.077190001166622890e+00,5.640396483847526232e-01,8.635663263670175782e-01
2.576586817389880935e-01,6.988739739484081115e-01,9.163597643198326814e-01,2.545173735953470961e-01,1.072260696510031197e+00
3.818173789493994885e-01,8.358545802396675217e-01,1.018144114918925425e+00,3.760456686483344968e-01,1.009432149200374162e+00
3.927814508258389292e-01,8.837169766663465209e-01,9.019722506837982712e-01,3.495194865050655353e-01,1.101223002548014085e+00
3.994581324963498714e-01,5.196190113988344850e-01,9.965195710110692495e-01,3.869161902119799823e-01,1.015423927949166361e+00
3.084820948175728828e-01,4.911219167379411443e-01,9.262741793682731650e-01,3.386678794730104691e-01,9.705060828254823413e-01
3.250537053573493429e-01,5.706270658007600582e-01,7.911950801852216664e-01,2.176390836412711860e-01,1.006371821703216929e+00
4.697719610529053624e-01,6.458664628708946642e-01,8.220336407110450105e-01,3.826416347196833212e-01,7.239312259387649107e-01
3.037259359724421848e-01,6.730792457805578888e-01,9.706099420808514955e-01,6.166656198630489083e-01,9.033719712220272813e-01
3.159597021023011210e-01,7.811397883854289681e-01,8.612902200471407310e-01,3.276434026534333355e-01,1.122080814665820991e+00
5.815045991337977060e-01,7.882637693955687475e-01,9.530199421673777316e-01,3.071364701188809554e-01,9.788540160684974234e-01
3.910455705219638145e-01,6.689708636070538228e-01,8.431966746667728385e-01,5.789806253616607279e-01,7.671983585673914918e-01
5.547322206002761602e-01,7.182694287780240217e-01,8.742697825408344281e-01,3.791995934502053744e-01,9.148761750521579028e-01
4.562158466397230328e-01,7.007231322168604448e-01,7.904150666002622838e-01,8.232581951273876264e-02,8.140705276039830185e-01
5.543649854719546743e-01,5.770298458406102338e-01,9.865544732751109214e-01,4.153944810572660629e-01,1.054067801162564377e+00
4.701984909715666294e-01,8.622773861005385010e-01,8.381234587789254675e-01,3.850648162487159132e-01,9.742795704403226509e-01
4.166679233568785223e-01,7.529007444776549818e-01,9.659152470103077315e-01,3.469353415969653742e-01,9.572611696335502351e-01
2.727632857521311016e-01,7.415887587871159425e-01,9.156682744509587746e-01,5.098517792041515895e-01,8.985250682551322310e-01
4.128377007301942125e-01,6.825151457010404377e-01,7.378454468598785176e-01,3.388827969174833532e-01,9.988140792576716276e-01
3.076944747465293339e-01,8.676001267065490685e-01,1.030519124125409469e+00,4.837490394916283964e-01,8.294310457288490701e-01
8.766557848865574876e-02,8.607833848228374496e-01,9.819493518891673212e-01,4.463080120140668350e-01,1.065211937020042798e+00
2.883139056885251073e-01,7.924476968489400086e-01,8.738140085486959530e-01,3.913246143022300338e-01,1.004276913237975632e+00
4.009238293799456954e-01,6.465058828446819117e-01,8.864660127581210913e-01,4.532274399409093601e-01,9.205733754596835405e-01
4.915452452676881689e-01,5.977368216009487645e-01,9.103812818568284282e-01,2.713528189646682298e-01,1.201254193927260960e+00
3.549813575935080734e-01,7.880769995216323487e-01,1.068870999648906972e+00,5.201826101852580209e-01,1.051150849178984492e+00
2.826282328878091388e-01,6.411662864870437684e-01,9.390251539420287896e-01,4.257414186228631325e-01,1.104835796724177754e+00
1.976843076547379896e-01,6.574322080044012750e-01,1.069681733598776274e+00,4.365043502954870092e-01,1.053142774776096635e+00
3.047136817602615899e-01,8.493433594177495216e-01,8.556925876046108659e-01,5.242513721179689057e-01,1.096622896926030322e+00
2.270827733683113969e-01,7.895185118520545720e-01,1.034077309632868147e+00,2.677420924696511939e-01,1.242443257541690826e+00
4.148471536067218635e-01,8.578711364781204107e-01,8.604930258238017160e-01,4.263166269655294105e-01,1.126894865666399514e+00
3.769598457237091083e-01,7.114558462916071857e-01,9.685652221416169994e-01,3.370468562145831903e-01,9.663535713315419828e-01
1.564922866494708464e-01,9.046793694210744086e-01,9.673049475577366607e-01,3.927278862068202536e-01,8.552995234222179333e-01
3.168255663842088343e-01,9.013810147686780461e-01,1.007870084104650843e+00,4.782221428156877008e-01,8.115405959766499588e-01
5.363366224490835332e-01,6.035973341164257988e-01,1.032239266558398150e+00,4.625115546673930211e-01,1.112308495691799459e+00
3.651708212650152108e-01,6.712905472040284760e-01,9.487948889911701489e-01,3.341355474648233792e-01,8.910629341967850614e-01
2.130099694469460292e-01,7.492286418816538340e-01,8.793010052300076484e-01,5.303411424124165885e-01,9.694562325043318829e-01
2.110061973705529559e-01,6.493997402315001555e-01,8.962141039619240246e-01,3.490587172750601042e-01,9.788642854268047033e-01
4.391674514184862876e-01,6.021736776343450392e-01,9.073210392387145440e-01,4.747819219872644325e-01,1.012363282636971284e+00
4.693922363353580374e-01,7.751180030803241916e-01,9.515985603299845774e-01,3.822491386320711060e-01,1.005083601578301566e+00
4.940248510560750761e-01,6.699741491646735714e-01,8.982938416357980627e-01,4.509562115312453212e-01,1.095340243294541160e+00
2.967274432009230356e-01,7.357584533376519964e-01,1.030494247541589248e+00,4.470422578408986269e-01,7.846973330649287259e-01
3.227202842135946659e-01,8.269848470916807415e-01,8.733682923981610502e-01,5.661970064990011764e-01,1.068411180934174975e+00
3.802289059236289015e-01,6.986823525673768742e-01,9.586606879094172751e-01,3.885219078844327489e-01,1.055406154905626614e+00
4.197650010302285128e-01,8.534200808595506782e-01,9.250605428211085002e-01,5.824086306761151466e-01,8.242880968372240380e-01
3.201598185458879309e-01,6.178503833976543014e-01,9.241500567820772893e-01,4.504716289621610859e-01,1.202151683463420939e+00
2.493797629303188268e-01,8.540569619281976887e-01,9.232088378781385662e-01,4.085024134082941294e-01,8.245259824760070577e-01
2.346038846886467910e-01,5.620234552522932470e-01,9.355520024807713053e-01,3.097700265622573279e-01,9.996638083967823718e-01
2.537705640171397103e-01,6.952588688579042220e-01,8.852042463640250602e-01,3.774741166060465170e-01,9.435814916994780255e-01
2.592828940113470759e-01,8.178240049624143637e-01,8.697527951907533250e-01,4.780685794161100288e-01,9.673410180073932496e-01
