2.168789512281929510e-01,3.030023451249980737e-01,5.533056477835873732e-01,8.835772946115438842e-01,8.168631236152360531e-01,8.140894053537925945e-01,7.104576574392637012e-01,2.378910350583072209e-01,6.405924846841952736e-01,4.329427597451394050e-01,5.197343411004019531e-01,7.266934250967305164e-01,1.918410222443743263e-01,7.486056021673305194e-01,3.005927518867937409e-02,2.437573899037101532e-01,1.117181354103297330e+00,4.853246269588482043e-03,3.640912585687539060e-01,6.685464455748267865e-01,4.905901075135241096e-01,1.788771530597770276e-01,2.190345624716525941e-01,9.718610680092790721e-01,8.423445932693672811e-01
4.431801122797203729e-01,5.200346150442414217e-01,1.851919601422767347e-01,1.118133398272998846e+00,6.500021235613003823e-01,8.311258291831692402e-01,9.226587174234617272e-01,2.163635170984107292e-01,6.936855942524409180e-01,8.590908345419541181e-01,5.875677103327048290e-01,6.683162635467231327e-01,7.899804987834924130e-02,7.268803550148377202e-01,1.310532863643944224e-01,1.044425864312982233e-01,9.039854986292200634e-01,-1.533881018114957029e-01,5.620608326701679314e-01,8.274592060984150566e-01,4.264890335629052398e-01,2.759595553708175109e-01,1.576344572487268780e-01,9.181298204734767987e-01,8.281515753981486538e-01
2.799141074811204999e-01,6.514336799769192554e-01,3.266005276473303298e-01,9.988417326622200942e-01,7.154081791903226240e-01,8.955477251741018607e-01,8.456236583958027797e-01,3.354517618559985648e-01,8.235279739323084769e-01,5.715665026505626356e-01,5.007225539821374971e-01,7.101031717530328358e-01,2.630546852941934022e-02,8.531766354798047125e-01,-9.101345955003711796e-04,2.463785283974854468e-01,8.658815312291241462e-01,1.672017306785344992e-01,6.235577011313213625e-01,6.149318880551417621e-01,5.984842097556151153e-01,2.389417469199581201e-01,2.322488242317627960e-01,8.619415487229092898e-01,9.775024355373235219e-01
1.897159992331484413e-01,3.990586389426388214e-01,2.593999439119658579e-01,1.009016620700621258e+00,9.050197442382335034e-01,7.226276378780900345e-01,8.756800391781193182e-01,1.930359562024088760e-01,8.059268167847343234e-01,5.565547290638486189e-01,5.502443803745130646e-01,7.402858502791249684e-01,7.717278399837787517e-02,8.100572441071764995e-01,1.650727159231265562e-01,8.088588822349959684e-02,8.510158952288251477e-01,1.113263818964115859e-01,3.394967772812347295e-01,7.252211259837439972e-01,6.171122680924537862e-01,4.143676627145057023e-01,3.773528092537415946e-01,8.436462364665369140e-01,8.664873323590827070e-01
3.229869344738033887e-01,4.521147403324272673e-01,4.292709858193735073e-01,1.058599764389973608e+00,7.244413398460346487e-01,9.735642214586720522e-01,1.099003804314606647e+00,1.089724915873815370e-01,6.072262577601987843e-01,4.062580131271238404e-01,5.403834637335895863e-01,5.735357116160469948e-01,1.256582003782045764e-01,7.260407444470360350e-01,1.004375449435740142e-01,3.607328693172289213e-01,1.101358026705479665e+00,8.866563987059632168e-02,2.960919499348499406e-01,7.722435904591553602e-01,4.408707058096626996e-01,3.639644929550257535e-01,2.273759473842948964e-01,7.596370031598318473e-01,9.963036758431544904e-01
1.866555655904253430e-01,6.261040278584124597e-01,3.780292372936803758e-01,9.318386255704493859e-01,8.035061071602243032e-01,7.448998449694510526e-01,7.275800402951970725e-01,2.913159358220641648e-01,6.997846827408553683e-01,4.860466240425855844e-01,5.871935077533775305e-01,6.210190043178830388e-01,1.607982013702735080e-01,7.255362664354775282e-01,-1.517796582321077892e-02,1.185552311227398153e-01,8.627665299702218515e-01,2.546507484843743008e-01,2.956211180383263026e-01,6.692357999635355492e-01,4.733518923283774327e-01,2.056993155632890757e-01,3.817015792656491824e-01,8.705972138345217104e-01,9.470458731995162749e-01
2.855973957293531096e-01,5.116732375060658589e-01,3.855844682981388605e-01,8.890380837020334104e-01,7.625613460474565120e-01,6.391480926198356283e-01,8.319278154038137751e-01,4.850812132740014992e-02,7.486163574334001591e-01,5.474868161251438270e-01,4.541983710816527298e-01,5.023122852174256581e-01,-2.777216651465852504e-02,8.112719079763313079e-01,-3.904147041854630351e-02,1.106104825931793906e-01,7.784773726976340624e-01,1.237953025329360801e-01,2.822842384034031094e-01,7.497138879655111943e-01,3.642458111879138816e-01,2.117489998228541392e-01,8.407546074052363316e-03,9.756707850051102859e-01,8.968552288031964581e-01
2.505328213819557059e-01,5.837232949377409996e-01,4.311048363065582700e-01,7.434496737500753127e-01,6.360466277418712622e-01,8.352907213193796476e-01,8.050253263727448205e-01,1.010434863867111788e-01,4.677583800486213583e-01,5.023898951386404077e-01,5.776454276976487057e-01,8.222392770321625965e-01,-4.901225996401692431e-03,8.659671781746728358e-01,-2.921131378509475574e-02,-4.642810340260705715e-05,1.069355937424188108e+00,2.998591555335498871e-02,4.022867858426188437e-01,7.822956161519021290e-01,5.225157279988593695e-01,2.264611968534465392e-01,2.915833262411917648e-01,1.032994528779039189e+00,1.030813777428725153e+00
4.303198168572787141e-01,7.649775992416238957e-01,4.095191949548093735e-01,1.042253311006178240e+00,8.619781191200850401e-01,9.138997933184764833e-01,7.860742508625994107e-01,2.631466973212372995e-01,6.713541008908049390e-01,6.785598334378610819e-01,4.689105914258711039e-01,7.392985282032658034e-01,-8.195484723482665546e-03,8.626799299071414850e-01,1.497363393763797290e-01,1.703406000881265148e-01,8.689508659907549948e-01,2.230661218596299844e-02,3.299132896982186480e-01,7.367011617088640163e-01,5.714432619561884419e-01,3.804022181681703252e-01,3.266392116815022284e-01,9.412182666574405721e-01,7.157313350244526307e-01
2.522992654207024121e-01,6.195747482042222032e-01,3.944262121428622758e-01,1.056982658386959262e+00,9.309341066982461665e-01,7.703537744329299608e-01,8.665760436767819819e-01,3.719038802162132340e-01,8.468545294105385146e-01,7.355276943580743021e-01,5.447135859317424611e-01,4.073812504427379300e-01,1.166061887621747117e-01,7.214661444461029083e-01,1.741344997135504669e-01,1.397376646974866632e-01,8.680306278297178491e-01,1.012171499689194232e-01,3.577817306195547609e-01,5.501469508628341609e-01,4.865741422740166855e-01,2.444092984486599673e-01,1.731570063500523782e-01,1.067813965275612675e+00,9.495345434560400477e-01
