2.135784363587714119e-01,5.220047721110899763e-01,6.436910426474400371e-01,8.251416392145182188e-01,1.184437368316234029e-01,1.347870832752152137e-01,-1.356791027819237438e-02,9.087166742400554220e-01,2.235784315505085773e-01,2.617177181892343940e-02
2.012934059922749652e-01,1.538957900946636981e-01,8.141561164672030948e-01,1.046700581615165326e+00,2.967752779128258744e-01,2.537177382064315090e-01,1.810097604601133836e-01,9.676744052470669377e-01,-6.169163518878870156e-02,-2.244664138547483589e-02
1.315849519293371961e-01,5.207158115111066854e-01,7.361997269148120582e-01,8.032187939628422368e-01,4.011424793844243220e-01,2.452724420337439870e-01,2.590612607704284587e-01,9.411240711262734981e-01,2.591065009554601728e-01,1.466805796871734346e-01
2.038083134007673269e-01,3.166899686924963264e-01,8.891569898598916666e-01,9.406016937326430183e-01,1.884878902882011487e-01,2.478108095154151758e-01,1.603916617079478857e-01,8.308918568149654682e-01,7.795170100516801703e-02,8.379526891723676485e-02
2.026846776291158225e-01,4.968047922390456117e-01,5.741754431329748609e-01,7.725396846398302486e-01,5.578031708596489224e-01,3.556310168593318499e-01,2.443272431621332785e-01,9.549946214191790128e-01,-1.031056159521246407e-01,1.294623135267615466e-01
2.168570738923328856e-01,4.501934575774594327e-01,9.197212783183013052e-01,1.055901028581807788e+00,4.220218020156576988e-01,3.251900751832311198e-01,-1.047260305657769230e-01,1.004947198453578716e+00,1.445096190015983662e-01,1.590276440076885955e-01
5.202915905160880872e-01,4.361148789145357640e-01,8.107224181850477551e-01,9.512245022557321850e-01,4.982117253711769722e-01,1.866754536307873580e-01,9.009246337057502663e-02,1.015796239586439720e+00,3.739370508521101116e-02,1.805435075424251246e-01
3.891616693818626960e-01,5.351318002735721002e-01,9.140884101174213683e-01,9.805888089523416840e-01,2.767122973672864750e-01,1.575761752442807473e-01,4.875196545855467467e-02,8.290883083209075188e-01,1.557931749259681975e-02,5.442776738308545414e-02
6.269516534996155688e-02,3.444616013127810294e-01,7.889419673223491136e-01,8.631883794890827799e-01,2.255261994583540597e-01,1.684766656006094210e-01,1.742615572959086701e-01,8.823972357948862699e-01,4.483889014379724425e-02,2.461340856697629698e-01
2.776230202956134763e-01,2.101862421567144978e-01,7.556573460394029329e-01,9.137413314019061650e-01,3.657211776125491309e-01,3.192631495336420988e-01,-2.832817898326109307e-02,8.843321616876035351e-01,5.787233649330905672e-02,-7.033039645986860489e-02
1.638024323125478743e-01,2.154928562428644057e-01,7.839453486686506212e-01,9.871741774743580944e-01,3.981826631796716587e-01,3.755524505419217673e-01,3.747190181514915563e-01,9.262014631798004549e-01,2.528396433041403546e-02,1.740717942814040964e-01
2.735006426070502039e-01,2.312178571738730537e-01,8.485824911718460317e-01,9.014431166503731330e-01,3.207582805237085277e-01,4.233963417529966744e-01,1.210887791799370311e-01,9.644222588450310774e-01,6.948626724361689488e-02,1.093438567931483835e-01
3.763004984277431575e-01,5.707375298488943649e-01,7.491601520285149363e-01,9.755827590861834153e-01,2.328080933013363385e-01,2.515787883585717255e-01,-2.029077734909762176e-03,9.277373632761198863e-01,8.801337834152343775e-02,2.031239270515947104e-01
3.492815485015751675e-01,5.089474322289779806e-01,7.760702219587217732e-01,1.005248031050516966e+00,4.265058822284064077e-01,3.472853683777552547e-01,1.151671396302202666e-01,9.325121773420617100e-01,9.202392564571758304e-02,3.232811764101559682e-01
1.688533556386021539e-01,5.496961629125303173e-01,8.957450019870274449e-01,1.056552950664787049e+00,3.573664244399597512e-01,2.914984066205794089e-01,-4.726920539015189160e-04,9.968849491243942929e-01,3.076403751490972005e-01,4.618972730139379868e-02
3.085910619016694056e-01,5.829531423992404537e-01,8.091509934842305851e-01,9.063115309950683374e-01,3.089791372355591426e-01,2.485697579731641349e-01,3.359965362871634720e-01,9.853667174803718565e-01,2.588594349396102778e-01,1.973921770614952276e-01
2.714882413658288862e-01,3.830520516163887224e-01,6.045871888620104606e-01,9.577333118144409907e-01,5.887566879078898197e-01,3.694450236524965403e-01,6.752755933597588689e-02,9.205443645916278061e-01,3.464148312041834821e-01,1.947689390994694625e-01
2.771405210960831145e-01,6.206314901312229848e-01,7.957959451881591040e-01,1.047865927506713923e+00,5.178890015836021821e-01,3.579296197750108099e-01,1.008349842222461268e-01,8.922302561346652228e-01,6.915832040645636392e-03,1.669160029966206271e-01
1.953413393573941448e-01,4.950191168406298248e-01,8.415159293646928829e-01,1.088600554945726495e+00,2.365699174878692357e-01,2.724605847986823481e-01,3.357036242290574457e-02,1.009127540260125411e+00,-7.134844782802446383e-02,1.270912156137958271e-01
2.718159081457978687e-01,4.513839036157855089e-01,7.189233820005673792e-01,9.309344956897369627e-01,3.315378396458319443e-01,2.850450344286764581e-01,1.377756684773911444e-01,8.548185229564874144e-01,5.629949502028830377e-02,9.604011813344712212e-02
2.525323665795335404e-01,6.693343179509236851e-01,7.322225703338851588e-01,8.896867369957632832e-01,3.108025444796177483e-01,3.349662442720419686e-01,1.120464050739979622e-01,1.180840844003740786e+00,4.314936287229799439e-02,1.452931656083318590e-01
2.877141615749925774e-01,3.929990467365034879e-01,7.723451989720644395e-01,9.226694460398620068e-01,4.742438284974822560e-01,2.410703413969387254e-01,3.702853072110091903e-02,8.991160510657334459e-01,-2.138281697088776356e-01,1.909435158036097424e-01
2.890395711903978038e-01,3.995054194108756396e-01,7.805989092973103505e-01,9.778215272644711353e-01,2.683176814989597370e-01,1.813842385434243643e-01,3.399485201662637290e-02,6.806550626399547888e-01,9.114516511398622345e-02,1.786933121329137841e-01
3.739162269049555731e-01,5.395959851310418998e-01,9.281921458925488366e-01,8.605207356409269037e-01,2.633583389275750974e-01,8.601380197649713399e-02,1.865104297244688791e-01,7.701392730018851163e-01,-2.207111919747557771e-02,2.298988717702523388e-01
1.851666402325310712e-01,5.038943288005123256e-01,8.375519509927227269e-01,1.154602880157514333e+00,3.854815655328682200e-01,1.117960903731658601e-01,1.109429545271694989e-01,8.255097791223702242e-01,4.464704252052198452e-02,2.317320087138142193e-01
2.127861594969629178e-01,5.783974388881906181e-01,8.081309652396241328e-01,9.446838639671085724e-01,1.797486574967268602e-01,2.419537150540594650e-01,5.777656003285421005e-02,6.919728324687703935e-01,-1.683941060153085201e-03,6.908252508539010350e-02
2.600687156453328486e-01,5.909248864786529332e-01,6.809810181790583172e-01,8.359946191024859585e-01,4.899458570009056491e-01,2.888016055936995508e-02,2.985624497070127337e-01,8.511744734107634658e-01,1.267854740869749364e-01,6.174087020240939805e-02
2.890731591357872388e-01,4.940187040851183875e-01,8.218206613885611356e-01,9.202394774033664238e-01,2.467185729036920350e-01,6.725573923152802780e-02,5.481662713968521450e-02,9.537936063830589895e-01,6.830408114317713941e-02,5.004617768068597705e-03
3.563606359248200350e-01,5.617844480744398350e-01,7.449168888651797049e-01,9.471961105893796917e-01,3.398502190089784381e-01,2.994421268389729218e-01,2.015046831452662612e-01,9.624268010227511327e-01,-2.426582392584969439e-02,6.456867360838190739e-02
