2.881744413224436308e-01,3.311795996364956807e-01,5.370555389221198794e-01,-7.751671297176890296e-02,3.181797014928604561e-01,8.284264543007304749e-01,7.773450487074716753e-01,5.330757112589588065e-01,7.296013118344837345e-01,7.939691860085609232e-01,7.778123995050958417e-01,-2.001670541098349299e-02,1.969121528085309158e-01,2.180850044039366054e-01,5.434915477525438243e-01,6.687627130849664869e-01,-1.201435470294797969e-01,-3.271727483509068168e-02,3.860007071436092896e-01,3.011282937705855312e-01
-2.439812375961776525e-02,3.337865502356979208e-01,4.168268088826276863e-01,7.612378666364987001e-02,2.585878938591137932e-01,9.878916166202771354e-01,1.164891737234390323e+00,4.972329316759169227e-01,5.706630618083536888e-01,6.362968749431179294e-01,6.550194988926294482e-01,-1.443889438589404661e-03,2.772377708901991866e-01,2.821362454726117353e-01,6.039591811639495322e-01,7.622790900682347992e-01,1.742717718134259575e-02,-1.058621567580918521e-01,4.414095104341702047e-01,4.090258068436629646e-01
1.683811937373242418e-01,1.270053817104691563e-01,5.924731743191040678e-01,5.656791099388454314e-02,7.540317169842751521e-02,6.875785777074983063e-01,8.786429213036558439e-01,3.306312339384213095e-01,7.295486993772164475e-01,6.587556054312608822e-01,8.419126428899316172e-01,4.389344342314069336e-02,2.603555804172603683e-01,2.045359522901550875e-01,4.844137997049623445e-01,5.907200446329957666e-01,2.277389816421634960e-02,7.719071124896487168e-02,3.636094996447563621e-01,2.174724348841572674e-01
8.903606377707466712e-02,2.055494013777542928e-01,5.304513029266905155e-01,2.409601378913596784e-02,1.796504404675589028e-02,9.028300035493660447e-01,1.044935768229526829e+00,5.133982834527328620e-01,4.412543488785245493e-01,6.825098065254009416e-01,8.007143679662044322e-01,1.022770361576370718e-01,2.208085675701277895e-01,1.827584191744193176e-01,5.740804841618163401e-01,6.597498168850355338e-01,1.593265590700077561e-01,1.066250834425055694e-01,2.776984716911802265e-01,3.970394919692752378e-01
2.187791036087557706e-01,-3.287567798034607414e-02,6.765759262952291131e-01,5.932302202315974798e-02,2.170490609089443801e-01,9.975221789467614286e-01,8.202543407056817060e-01,3.578632434958832764e-01,7.879241558828210534e-01,5.682529871509164332e-01,9.659152693497685682e-01,1.536832011635684558e-02,4.031520147455681657e-01,3.874264475000703811e-01,7.117902013568563335e-01,6.219929937708157386e-01,-2.961504437754183816e-02,1.454935889431247520e-01,3.057866654744135770e-01,2.064868504154463436e-01
2.012532654355843609e-01,2.768929842524147089e-01,5.444983372215533857e-01,1.647280257617179250e-02,1.368505692416447095e-01,9.956647331444496984e-01,9.019736131560323056e-01,4.703495869073311408e-01,5.583461485973955085e-01,8.432469370807567088e-01,8.109202194685949383e-01,-4.495373465991629736e-02,1.648028102357558256e-01,2.599408430813737181e-01,5.257865885978552090e-01,7.915048913695041932e-01,-1.931094272959871239e-02,1.459399691975191149e-01,3.673544298807486785e-01,3.731442470092657393e-01
4.795394678861161775e-02,1.285537416762733975e-01,6.233633355083746386e-01,6.807111705967036630e-02,1.450599724032626825e-01,1.019022489310760671e+00,8.714524239786949344e-01,5.979644048016803382e-01,5.212284038370971206e-01,6.639258904996180322e-01,8.231108120707201214e-01,2.267410576705446851e-02,2.843121955036951864e-01,2.210926315179549406e-01,5.226991719873925746e-01,5.940881215715625441e-01,1.305790926863910628e-01,-5.873789190773820446e-02,3.139635819136106232e-01,3.045541081694022600e-01
9.208589501013102196e-02,1.897804168604607655e-01,6.065579947156625185e-01,2.293692179826597316e-02,2.300186878594762119e-01,9.572317205317580902e-01,1.034073077108254690e+00,5.119086432233073136e-01,4.747857983667423953e-01,7.661116945251673638e-01,8.579712120121261165e-01,-3.720409249662108564e-02,2.497262483747317297e-01,1.094237067013189013e-01,3.571120339446168801e-01,7.487494960176021008e-01,3.933399419600540348e-02,3.508064268268402952e-02,4.218380647293659691e-01,3.556353396762185204e-01
-4.849321652037330566e-04,1.937310167711360498e-01,6.113515790136819783e-01,-2.231049944697881815e-01,2.109860170991673112e-02,9.277316922509307728e-01,1.093748473997645743e+00,4.562061647228493610e-01,5.063618671474250377e-01,5.031522361585775149e-01,9.098647250126714603e-01,-5.768533744115342254e-02,2.690882059595863240e-01,2.196118837313976169e-01,7.712061463986511489e-01,6.946480354745996344e-01,9.355830908561582615e-02,-5.254695990648847181e-02,3.189537341676154103e-01,1.086295013404901255e-01
-8.837908639622332752e-03,8.913464114308269903e-02,4.069034710857248882e-01,1.073456221314139925e-01,1.974368249181442381e-01,9.157722218325886621e-01,1.011183310817290959e+00,4.203506236765046089e-01,5.345907144224877339e-01,4.332726781665251492e-01,6.501522032176458854e-01,-7.807871366745136599e-02,2.548636211366953619e-01,7.641940981851530479e-03,5.453979361451233299e-01,5.834978653561768702e-01,-4.168852197911326884e-02,-6.577515345442935812e-02,2.906356201649711868e-01,5.867824893968612288e-02
