5.251345792561709080e-01,4.854175040508983408e-01,9.628207456027395583e-01,8.013536828477185736e-01,6.665652486184028280e-01,7.547997151829332063e-01,1.455852178098031857e-01,3.888027133891549525e-01,2.038713772754937870e-01,3.104197093625611914e-01,6.214532912311823143e-01,8.203269985253475172e-02,9.105354842480042343e-01,3.872294641715482433e-01,3.849217329173381108e-01
5.148765199767778578e-01,6.676895236684152746e-01,1.024731843348581251e+00,9.359427127346585662e-01,7.919543435560092437e-01,9.115321419096573674e-01,4.508764705479666179e-02,5.766307077914732959e-01,3.896292989809007068e-01,3.957083724539675051e-01,5.350633666058326465e-01,5.494739505224219278e-02,1.113079884326641178e+00,3.111673294490356900e-01,2.176668249151813006e-01
4.744568011134110974e-01,4.498966060753878393e-01,9.820682760886819684e-01,8.603534600996077808e-01,6.124425119311012189e-01,7.561003946244965190e-01,1.311026130222601727e-01,3.233041674128138143e-01,3.492194749897366557e-01,5.226528684803912750e-01,4.010134471528685185e-01,-4.239654659403413461e-02,9.976214284448442493e-01,2.314512703108940195e-01,3.550830955907183228e-01
5.111887543905058173e-01,5.077816797404620663e-01,1.015879440205090800e+00,1.107912021107226419e+00,6.060160728364685223e-01,7.749042558010225124e-01,1.104655573962185083e-01,6.116931004145353956e-01,3.371503909676929478e-01,7.193633469364821842e-01,5.907844044350335500e-01,1.604935959342869423e-02,9.012353255284117903e-01,2.499288104966602142e-01,2.799294676904801604e-01
6.409009235450843223e-01,5.266583521818164471e-01,9.947365149480129620e-01,8.345269745139991535e-01,6.611216222663932607e-01,8.098168511788714774e-01,3.163545746963420946e-01,3.761350702280999991e-01,4.141070044593503918e-01,3.293393208308713627e-01,4.693725914636913132e-01,1.056105990018685326e-01,8.790016198638116451e-01,4.223999753413547609e-01,1.804397161034366759e-01
5.205792794913071120e-01,4.653911703908716890e-01,9.764056284479212255e-01,9.305024640072395714e-01,7.024365193149086917e-01,8.608359793155209161e-01,1.728553704808094005e-01,4.466193725211130006e-01,2.463937238996471712e-01,3.474224346951984010e-01,6.745462315937145181e-01,2.196444251531388114e-01,9.524863927483244730e-01,3.860517052492491441e-01,2.930558065729593209e-01
5.663742726637146507e-01,6.912371171135950343e-01,9.490970606026944978e-01,7.793059486322950757e-01,5.975523194303511421e-01,9.472622307466658231e-01,1.433506481596556192e-01,4.268126422503825679e-01,2.135468968532879819e-01,2.880959706895542816e-01,5.285127316897055838e-01,1.282681053314980169e-01,9.628292623603685874e-01,3.445013052733560399e-01,2.747682101788982423e-01
4.514051318202906837e-01,5.466131657028204804e-01,1.136442070645824254e+00,8.473456768108327264e-01,6.976120419390586802e-01,8.253563092145845825e-01,2.967742183369826425e-01,3.506895792317478167e-01,4.235056766132098693e-01,4.780952162857147747e-01,4.491985534722798268e-01,4.505132770518455176e-02,9.586183546403339584e-01,2.945327792043629378e-01,3.160863773991123837e-01
5.090231532134785741e-01,4.808455652601886232e-01,9.509718820018897567e-01,9.138216931391095477e-01,8.046123577370073443e-01,7.489698448694104282e-01,1.866445597861177141e-01,2.174805121674984187e-01,3.839526660012104187e-01,3.792325486340255569e-01,5.587097279795971705e-01,-1.335883683651867271e-02,8.891036343373184270e-01,2.452366692167811668e-01,3.665139404676660551e-01
5.312277487637857565e-01,7.070441806165783660e-01,8.414200171463546152e-01,9.347141499770098561e-01,7.116986046230353580e-01,6.967528315960630492e-01,2.934325649337031217e-01,5.519347034703065979e-01,4.087188354901568066e-01,5.481827966689120091e-01,5.031491434355322978e-01,4.939459196156377463e-02,9.145933300191332327e-01,2.665619248209859515e-01,3.087338427687173481e-01
